character,category,meaning,onyomi,kunyomi,joyo_level,jlpt_level,wk_level
聾,hyōgai,"deafness, deaf person, deafen",ロウ,ろう.する、 つんぼ、 みみしい,0,,0
撫,jinmeiyō,"stroke, pat, smooth down",ブ、 フ,な.でる,0,,0
徘,hyōgai,wander,ハイ,さまよ.う,0,,0
徊,hyōgai,wandering,カイ、 クワイ、 エ,さまよ.う,0,,0
臍,hyōgai,navel,セイ、 サイ,へそ、 ほぞ,0,,0
宥,jinmeiyō,"soothe, calm, pacify",ユウ,なだ.める、 ゆる.す,0,N1,0
顰,hyōgai,"scowl, raise eyebrows",ヒン,ひそ.める、 しか.める,0,,0
填,jōyō,fill in,テン、 チン,は.まる、 は.める、 うず.める、 しず.める、 ふさ.ぐ,9,,0
哨,jinmeiyō,"scout, sentinel",ショウ,みはり,0,,0
仄,hyōgai,"be seen dimly, suggest, intimate, faint, stupid, hint",ソク,ほの.か、 ほの-、 ほの.めかす、 ほの.めく、 かたむ.く,0,,0
贋,hyōgai,"counterfeit, forgery",ガン,にせ,0,,0
鴨,jinmeiyō,"wild duck, easy mark",オウ,かも、 あひる,0,,0
挽,jinmeiyō,"saw, turn (lathe), grind",バン,ひ.く,0,,0
艘,hyōgai,counter for small boats,ショウ、 シュウ、 ソウ,ふね,0,,0
嗤,hyōgai,"laugh, ridicule",シ,わら.う,0,,0
侘,hyōgai,"proud, lonely",タ,わび.しい、 ほこ.る、 わ.びる,0,,0
粟,jinmeiyō,millet,ゾク、 ショク、 ソク,あわ、 もみ,0,,0
槌,jinmeiyō,"hammer, mallet",ツイ,つち,0,,0
冶,jōyō,"melting, smelting",ヤ,い.る,9,N1,0
雹,hyōgai,hail,ハク、 ヒョク、 ボク,ひょう,0,,0
雉,hyōgai,pheasant,ジ、 チ,きじ,0,,0
跪,hyōgai,kneel,キ,ひざまず.く,0,,0
蜃,hyōgai,clam,シン,,0,,0
艱,hyōgai,"difficult, trying, be distressed, parent's funeral ceremony, mourning, perilous",カン、 ケン,なや.む、 かた.い、 なや.み,0,,0
瞼,hyōgai,eyelids,ケン,まぶた,0,,0
鴎,hyōgai,seagull,オウ,かもめ,0,,0
魃,hyōgai,(god of) drought,ハツ、 バツ,,0,,0
屁,hyōgai,"fart, passing gas",ヒ,へ、 おなら,0,,0
絨,hyōgai,wool cloth,ジュウ,,0,,0
毯,hyōgai,wool rug,タン,,0,,0
秤,jinmeiyō,"balances, scales, steelyard",ショウ、 ヒン、 ビン,はかり,0,,0
痣,hyōgai,"birthmark, mole",シ,あざ、 ほくろ,0,,0
凪,jinmeiyō,"lull, calm, (kokuji)",,なぎ、 な.ぐ,0,N1,0
茫,hyōgai,"wide, extensive",ボウ,とお.い,0,,0
鰌,hyōgai,loach (fish),シュ、 シュウ,どじょう,0,,0
爺,hyōgai,"old man, grampa",ヤ,じい、 じじい、 おやじ、 じじ、 ちち,0,,0
斧,jinmeiyō,"ax, hatchet",フ,おの,0,,0
綽,hyōgai,"loose, lenient",シャク,あだ、 しな.やか、 ゆる.やか,0,,0
獅,jinmeiyō,lion,シ,しし,0,,0
麿,jinmeiyō,"I, you, (kokuji)",,まろ,0,N1,0
澤,hyōgai,swamp,タク,さわ、 うるお.い、 うるお.す、 つや,0,,0
彦,jinmeiyō,"lad, boy (ancient)",ゲン,ひこ,0,N1,0
蕩,hyōgai,"melt, be charmed, captivated",トウ,とろ.かす、 とろ.ける、 うご.く,0,,0
嚢,hyōgai,"pouch, purse, bag",ノウ、 ドウ,ふくろ,0,,0
贔,hyōgai,"strength, power",ヒ,,0,,0
屓,hyōgai,exerting strength (aikido),キ,,0,,0
閃,jinmeiyō,"flash, brandish",セン,ひらめ.く、 ひらめ.き、 うかが.う,0,,0
撰,jinmeiyō,"composing, editing, compiling, selecting",サン、 セン,せん.する、 えら.む、 えら.ぶ,0,,0
褪,hyōgai,"fade, discolour",タイ、 トン,あ.せる、 ぬ.ぐ,0,,0
霹,hyōgai,thunder,ヘキ、 ヒャク,,0,,0
靂,hyōgai,"violent, thunder, lightening",レキ,,0,,0
桶,jinmeiyō,"tub, bucket",ヨウ、 トウ,おけ,0,,0
憑,hyōgai,"depend, rely, evidence, proof, according to, possess, haunt",ヒョウ,つ.く、 つか.れる、 よ.る、 たの.む,0,,0
躾,hyōgai,"training, (kokuji)",,しつ.ける、 しつけ,0,,0
烙,hyōgai,burn,ラク、 カク,や.く,0,,0
獰,hyōgai,bad,ドウ、 ネイ,わる.い,0,,0
几,hyōgai,"table, table enclosure",キ,きにょう,0,,0
套,jinmeiyō,"accumulate, big and long, hackneyed",トウ,かさ.ねる,0,,0
囁,hyōgai,"whisper, murmur",ショウ,ささや.く,0,,0
摺,jinmeiyō,"rub, fold, print (on cloth)",ショウ、 シュウ、 ロウ,す.る、 ひだ,0,,0
悶,hyōgai,"be in agony, worry",モン,もだ.える、 もだえ.る,0,,0
稀,jinmeiyō,"rare, phenomenal, dilute (acid)",キ、 ケ,まれ、 まばら,0,N1,0
厘,jōyō,"rin, 1/10 sen, 1/10 bu",リン,,9,N1,0
糠,hyōgai,rice bran,コウ,ぬか,0,,0
匙,hyōgai,spoon,シ,さじ,0,,0
芭,jinmeiyō,banana,バ、 ハ,,0,,0
蕉,jinmeiyō,"banana, plantain",ショウ,,0,N1,0
怨,jōyō,"grudge, show resentment, be jealous",エン、 オン、 ウン,うら.む、 うらみ、 うら.めしい,9,,0
鳶,jinmeiyō,"black kite, fireman, hook",エン,とび、 とんび,0,,0
倣,jōyō,"emulate, imitate",ホウ,なら.う,9,N1,0
憐,jinmeiyō,"pity, have mercy, sympathise, compassion",レン,あわ.れむ、 あわ.れ,0,,0
痒,hyōgai,itchy,ヨウ,かゆ.がる、 かさ、 かゆ.い,0,,0
囀,hyōgai,"sing, chirp, warble, chatter",テン,さえず.る,0,,0
蹟,jinmeiyō,"remains, traces, footprint",セキ、 シャク,あと,0,,0
娩,jinmeiyō,bear (children),ベン,,0,,0
塵,hyōgai,"dust, trash, garbage",チン、 ジン,ちり、 ごみ,0,,0
葦,jinmeiyō,"reed, bullrush",イ,しお.れる、 しな.びる、 しぼ.む、 な.える,0,,0
湘,jinmeiyō,"name of Chinese river, the Sagami river",ショウ,,0,,0
鵞,hyōgai,goose,ガ,,0,,0
淳,jinmeiyō,pure,ジュン、 シュン,あつ.い,0,N1,0
痘,jōyō,"pox, smallpox",トウ,,9,N1,0
鍮,hyōgai,brass,チュウ、 トウ,,0,,0
芥,jinmeiyō,"mustard, rape, dust, trash, rubbish",カイ、 ケ,からし、 ごみ、 あくた,0,,0
鱒,jinmeiyō,salmon trout,ソン、 セン、 ザン,ます,0,,0
屑,jinmeiyō,"rubbish, junk, trash, waste, scraps",セツ,くず、 いさぎよ.い,0,,0
鮭,hyōgai,salmon,カイ、 ケイ,さけ、 しゃけ、 ふぐ,0,,0
睛,hyōgai,pupil of the eye,セイ、 ショウ,ひとみ,0,,0
頁,jinmeiyō,"page, leaf",ケツ,ぺえじ、 おおがい、 かしら,0,,0
慇,hyōgai,courtesy,イン,,0,,0
懃,hyōgai,courtesy,キン、 ゴン,ねんごろ,0,,0
此,jinmeiyō,"this, current, next, coming, last, past",シ,これ、 この、 ここ,0,,0
侃,jinmeiyō,"strong, just, righteous, peace-loving",カン,つよ.い,0,N1,0
諤,hyōgai,speaking the truth,ガク,わめ.く、 あご,0,,0
禄,jinmeiyō,"fief, allowance, pension, grant, happiness",ロク,さいわ.い、 ふち,0,N1,0
歪,hyōgai,"warp, bend, strained, distort",ワイ、 エ,いが.む、 いびつ、 ひず.む、 ゆが.む,0,,0
筑,jinmeiyō,an ancient musical instrument,チク,,0,,0
紆,hyōgai,crouch,ウ,まが.る、 めぐ.る,0,,0
蒲,jinmeiyō,"bullrush, flag, cattail",ホ、 ボ、 フ、 ブ,がま、 かば、 かま,0,,0
樫,jinmeiyō,"evergreen oak, (kokuji)",,かし,0,,0
蕾,jinmeiyō,"bud (plants, mushrooms not yet opened)",ライ,つぼみ,0,,0
鵜,jinmeiyō,cormorant,テイ、 ダイ,う,0,,0
磯,jinmeiyō,"seashore, beach",キ,いそ,0,N1,0
齧,hyōgai,"gnaw, nibble, munch, have a smattering of",ゲツ、 ケツ,かじ.る、 か.む,0,,0
痙,hyōgai,have a cramp,ケイ,つ.る、 ひきつ.る,0,,0
攣,hyōgai,"crooked, bent",レン,つ.る、 ひ.く,0,,0
媚,hyōgai,"flatter, humor, flirt",ビ,こ.びる,0,,0
楚,jinmeiyō,"whip, cane",ソ、 ショ,いばら、 しもと、 すわえ,0,,0
漸,jōyō,"gradually, steadily",ぜん,"ようや, やや",9,N1,60
朴,jōyō,"simple, crude",ぼく,"えのき, ほう, ほお",9,N1,55
悦,jōyō,"delight, joy",えつ,よろこ,9,N1,56
唄,jōyō,"shamisen song, song",ばい,うた,9,N1,60
酎,jōyō,sake,"ちゅう, ちゅ",かも.す,9,,41
尼,jōyō,nun,に,あま,9,N1,49
茜,jinmeiyō,red dye,せん,あかね,0,N1,54
萌,jinmeiyō,sprout,ほう,"きざ, めばえ, も",0,N1,57
酢,jōyō,vinegar,,す,9,N1,35
醤,hyōgai,soy sauce,しょう,,0,,35
丼,jōyō,rice bowl,どん,どんぶり,9,,34
弧,jōyō,arc,こ,,9,N1,42
墨,jōyō,"black ink, ink",,すみ,9,N1,46
斗,jōyō,"ladle, big dipper",と,,9,N1,44
笠,jinmeiyō,conical hat,,かさ,0,,44
琴,jōyō,harp,,こと,9,N1,43
陛,jōyō,highness,へい,,6,N1,49
阜,jōyō,mound,ふ,,9,,39
俵,jōyō,sack,ひょう,たわら,5,N1,46
淀,jinmeiyō,eddy,,よど,0,,50
滋,jōyō,nourishing,じ,,9,N1,43
諮,jōyō,consult,し,はか.る,9,N1,50
蟹,jinmeiyō,crab,,かに,0,,50
茨,jōyō,"briar, thorn","し, じ",いばら,9,,52
拙,jōyō,"clumsy, unskillful",せつ,つたな,9,N1,59
罷,jōyō,"quit, leave",ひ,や,9,N1,60
准,jōyō,semi,じゅん,,9,N1,53
蒙,jinmeiyō,darkness,"もう, ぼう","おお, くら, こうむ",0,,53
輔,jinmeiyō,help,"ふ, ほ",たす.ける,0,N1,52
悠,jōyō,leisure,ゆう,,9,N1,54
該,jōyō,"the above, that specifically",がい,,9,N1,55
凹,jōyō,"concave, hollow",おう,"くぼ.む, へこ.む, ぼこ",9,N1,57
紡,jōyō,"spinning, spin",ぼう,つむ,9,N1,59
昌,jinmeiyō,"prosperous, prosperity",しょう,さかん,0,N1,55
呉,jōyō,"give, do for",ご,"くれ, く",9,N1,56
陵,jōyō,"mausoleum, tomb",りょう,みささぎ,9,N1,56
弦,jōyō,"chord, bowstring",げん,つる,9,N1,56
酵,jōyō,ferment,こう,,9,N1,57
蒼,jinmeiyō,"pale, blue",そう,あお,0,N1,57
瑠,jōyō,lapis lazuli,"る, りゅう",,9,N1,57
藩,jōyō,fiefdom,はん,,9,N1,58
嘱,jōyō,"request, entrust",しょく,"しょく.する, たの.む",9,N1,58
迭,jōyō,alternate,てつ,,9,N1,58
璃,jōyō,glassy,り,,9,N1,58
姻,jōyō,"marry, matrimony",いん,,9,N1,59
曹,jōyō,official,"そう, ぞう","つかさ, ともがら, へや",9,N1,59
詠,jōyō,"compose, recite",えい,"よ, うた",9,N1,59
匿,jōyō,hide,とく,かくま.う,9,N1,60
疔,hyōgai,carbuncle,テイ、 チョウ,,0,,0
剪,hyōgai,"clip, snip, cut",セン,き.る、 つ.む,0,,0
狡,hyōgai,"cunning, sly, crafty",コウ、 キョウ,ずる.い、 こす.い、 わるがしこ.い,0,,0
猾,hyōgai,crafty,カツ,わるがしこ.い,0,,0
兇,hyōgai,wickedness,キョウ,おそ.れる、 わる.い,0,,0
蠅,hyōgai,fly,ヨウ,はえ、 はい,0,,0
驕,hyōgai,"pride, haughtiness",キョウ,おご.る,0,,0
磋,hyōgai,polish,サ,みが.く,0,,0
琢,jinmeiyō,polish,タク,みが.く,0,N1,0
惧,jōyō,"fear, be afraid of, dread",ク,おそ.れる,9,,0
嵯,jinmeiyō,"steep, craggy, rugged",サ、 シ,,0,N1,0
峨,jinmeiyō,high mountain,ガ,けわ.しい,0,,0
抄,jōyō,"extract, selection, summary, copy, spread thin",ショウ,,9,N1,0
曳,jinmeiyō,"pull, tug, jerk, admit, install, quote, refer to",エイ,ひ.く,0,,0
圭,jinmeiyō,"square jewel, corner, angle, edge",ケイ、 ケ,,0,N1,0
嵌,hyōgai,"go into, plunge, inlay",カン,は.める、 は.まる、 あな,0,,0
錫,jinmeiyō,"copper, tin",セキ、 シャク,すず、 たま.う,0,,0
麒,jinmeiyō,"Chinese unicorn, genius, giraffe, bright, shining",キ,,0,,0
麟,jinmeiyō,"Chinese unicorn, genius, giraffe, bright, shining",リン,,0,N1,0
梟,hyōgai,"owl, expose",キョウ,ふくろう,0,,0
或,jinmeiyō,"some, one, or, possibly, a certain",ワク、 コク、 イキ,あ.る、 あるい、 あるいは,0,,0
誹,hyōgai,"ridicule, slander",ヒ、 ハイ,そし.る,0,,0
謗,hyōgai,"slander, disparage, censure, criticize",ボウ、 ホウ,そし.る,0,,0
俯,hyōgai,"bend down, lie prostrate",フ,ふ.す、 うつむ.く、 ふ.せる,0,,0
於,jinmeiyō,"at, in, on, as for",オ、 ヨ,おい.て、 お.ける、 ああ、 より,0,N1,0
捉,jōyō,"catch, capture",ソク、 サク,とら.える,9,,0
鴉,hyōgai,"crow, raven",ア,からす,0,,0
粥,jinmeiyō,rice gruel,イク、 シュク、 ジュク,かゆ、 かい、 ひさ.ぐ,0,,0
祷,jinmeiyō,pray,トウ,いの.る、 いの.り、 まつ.る,0,,0
眦,hyōgai,"corner of the eyes, eyesockets",セ、 イシ、 サイ、 シ、 セイ,まなじり、 めじり,0,,0
杳,hyōgai,"darkness, dimly",ヨウ,くら.い、 はるか,0,,0
凉,jinmeiyō,nice and cool,リョウ,すず.しい、 すず.む、 すず.やか、 うす.い、 ひや.す、 まことに,0,,0
儂,hyōgai,"I, my, he, his, me (used by old people)",ドウ、 ノウ,わし、 かれ,0,,0
晰,hyōgai,clear,シャク、 セキ,あきらか,0,,0
噪,hyōgai,be noisy,ソウ,さわ.ぐ,0,,0
餉,hyōgai,(dried) boiled rice,ショウ,け、 かれい、 かれい.い、 べんとう,0,,0
溲,hyōgai,urine,シュ、 シュウ、 ソウ,いばり、 ひた.す,0,,0
恕,jinmeiyō,"excuse, tolerate, forgive",ジョ、 ショ,ゆる.す,0,N1,0
賺,hyōgai,coax,タン、 レン,すか.す,0,,0
蹙,hyōgai,"a tight place, scowl, approaching",シュク、 セキ,せ.まる,0,,0
瀉,hyōgai,evacuation,シャ,くだ.す、 は.く,0,,0
凱,jinmeiyō,victory song,ガイ、 カイ,かちどき、 やわらぐ,0,N1,0
辻,jinmeiyō,"crossing, crossroad, street corners, (kokuji)",,つじ,0,,0
鉾,hyōgai,"halberd, arms, festival float",ボウ、 ム,ほこ,0,,0
脆,hyōgai,"brittle, fragile, easy to beat, sentimental, susceptible",ゼイ、 セイ、 セツ,もろ.い、 よわい,0,,0
軋,hyōgai,"squeak, creak, grate",アツ,きし.る、 きし.む,0,,0
魄,hyōgai,"soul, spirit",ハク、 タク,たましい,0,,0
賎,hyōgai,"despise, low-life, poverty",セン、 ゼン,いや.しい、 いや.しむ、 いや.しめる、 しず、 やす.い,0,,0
琥,jinmeiyō,jewelled utensil,コ,,0,,0
珀,jinmeiyō,amber,ハク,,0,,0
畿,jōyō,"capital, suburbs of capital",キ,みやこ,9,,0
杞,hyōgai,river willow,コ、 キ,,0,,0
慄,jōyō,fear,リツ,ふる.える、 おそ.れる、 おのの.く,9,,0
杜,jinmeiyō,"woods, grove",ト、 トウ、 ズ,もり、 ふさ.ぐ、 やまなし,0,N1,0
芻,hyōgai,"grass cutting, hay",スウ、 シュウ、 ス,まぐさ,0,,0
庇,jinmeiyō,"protect, shield, defend, eaves, canopy, penthouse, visor",ヒ,ひさし、 おお.う、 かば.う,0,,0
飄,hyōgai,"turn over, wave",ヒョウ,ひるが.える、 つむじかぜ,0,,0
茄,jinmeiyō,eggplant,カ,,0,N1,0
晋,jinmeiyō,advance,シン,すす.む,0,N1,0
謳,hyōgai,"extol, declare, express",オウ、 ウ,うた.う,0,,0
闊,hyōgai,wide,カツ,ひろ.い,0,,0
衾,hyōgai,"quilt, bedding",キン,ふすま,0,,0
樋,jinmeiyō,"water pipe, gutter, downspout, conduit",トウ,ひ、 とい,0,,0
梳,hyōgai,comb (hair),ソ,と.く、 と.かす、 す.く、 けず.る、 くしけず.る,0,,0
焚,jinmeiyō,"burn, kindle, build a fire, boil, cook",フン、 ホン、 ハン,た.く、 や.く、 やきがり,0,,0
弋,hyōgai,piling,ヨク,いぐるみ,0,,0
憊,hyōgai,fatigue,ハイ、 ヘイ,つか.れる,0,,0
欒,hyōgai,"chinaberry tree, round, harmonious",ラン,おうち、 ひじき、 まどか、 まるい,0,,0
捌,hyōgai,"handle, deal with, dispose of, sell, be in demand, be worldly, be frank, be sensible, be sociable, drainage, sale, demand for, eight",ハツ、 ハチ、 ベツ,さば.く、 さば.ける、 は.け,0,,0
怜,jinmeiyō,wise,レイ、 レン、 リョウ,あわ.れむ、 さと.い,0,N1,0
悧,hyōgai,clever,リ,,0,,0
躯,hyōgai,"body, corpse, tree with rotten core",ク,むくろ、 からだ,0,,0
薩,jinmeiyō,Buddha,サツ、 サチ,,0,,0
梱,hyōgai,"pack, tie up, bale",コン,こう.る、 こうり、 こり、 しきみ,0,,0
餃,hyōgai,gyoza,ギョウ、 キョウ、 コウ,,0,,0
釜,jōyō,"kettle, cauldron, iron pot",フ,かま,9,,0
裾,jōyō,"cuff, hem, foot of mountain",キョ、 コ,すそ,9,,0
捲,jinmeiyō,"roll, wind, coil, turn pages, roll up sleeves, strip off, be turned, be rolled up",ケン,ま.く、 ま.くる、 まく.る、 めく.る、 まく.れる,0,,0
曰,hyōgai,"say, reason, pretext, history, past",エツ,いわ.く、 のたま.う、 のたま.わく、 ここに,0,,0
袱,hyōgai,cloth wrapper,フク,,0,,0
紗,jinmeiyō,"gauze, gossamer",サ、 シャ,うすぎぬ,0,N1,0
頒,jōyō,"distribute, disseminate, partition, understand",ハン,わか.つ,9,N1,0
婉,hyōgai,graceful,エン,うつく.しい、 したが.う,0,,0
苑,jinmeiyō,"garden, farm, park",エン、 オン,その、 う.つ,0,N1,0
埒,hyōgai,"picket, limits, be settled",レツ、 ラツ、 ラチ,らち.があく、 かこ.い,0,,0
蝉,hyōgai,cicada,セン、 ゼン,せみ,0,,0
隕,hyōgai,fall,イン、 エン、 ウン,おち.る,0,,0
軈,hyōgai,"soon after, presently, almost, all but, no more than, after all, (kokuji)",,やがて,0,,0
蓼,hyōgai,"luxurious grass, a smartweed",シン、 リク、 リョウ,たで,0,,0
肛,hyōgai,anus,コウ,,0,,0
羹,hyōgai,hot soup,コウ、 カン,あつもの,0,,0
鱠,hyōgai,lizard fish,カイ、 ケ,えそ、 なます,0,,0
爬,hyōgai,scratch,ハ,か.く,0,,0
浣,hyōgai,wash,カン,あら.う,0,,0
旱,hyōgai,"drought, dry weather",カン,ひでり,0,,0
扁,hyōgai,"level, small",ヘン,ひらたい,0,,0
嘔,hyōgai,"vomit, nauseated",オウ、 ク,は.く、 むかつ.く、 うた.う,0,,0
曝,jinmeiyō,"bleach, refine, expose, air",バク、 ホク、 ボク,さら.す,0,,0
裡,jinmeiyō,"reverse, inside, palm, sole, rear, lining, wrong side",リ,うち、 うら,0,,0
泪,hyōgai,"tears, weep, cry",ルイ、 レイ,なみだ,0,,0
曽,jōyō,"formerly, once, before, ever, never, ex-",ソウ、 ソ、 ゾウ,かつ、 かつて、 すなわち,9,,0
孟,jinmeiyō,"chief, beginning",モウ、 ボウ、 ミョウ,かしら,0,N1,0
麺,jōyō,"noodles, wheat flour",メン、 ベン,むぎこ,9,,0
仔,jinmeiyō,"offspring (animal), detailed, fine",シ,こ、 た.える,0,,0
牌,hyōgai,"label, signboard, medal, mahjong tiles",ハイ,ぱい、 ふだ,0,,0
楊,jinmeiyō,willow,ヨウ,やなぎ,0,N1,0
倶,hyōgai,both,グ、 ク,とも.に,0,,0
斑,jōyō,"spot, blemish, speck, patches",ハン,ふ、 まだら,9,,0
瓢,jinmeiyō,gourd,ヒョウ,ひさご、 ふくべ,0,,0
箪,hyōgai,bamboo rice basket,タン,はこ,0,,0
逞,jinmeiyō,"sturdy, brawny, bold",テイ,たくま.しい,0,,0
犀,jinmeiyō,rhinocerous,サイ、 セイ,,0,,0
皺,hyōgai,"wrinkles, creases, folds",シュウ、 スウ,しわ、 しぼ,0,,0
擢,jinmeiyō,"excel in, surpass, pull out, select",テキ、 タク,ぬ.く、 ぬき.んでる,0,,0
樽,jinmeiyō,"barrel, cask, keg",ソン,たる,0,,0
繻,hyōgai,satin,シュ,うすぎぬ,0,,0
吻,jinmeiyō,proboscis,フン、 ブン,くちわき、 くちさき,0,,0
緻,jōyō,fine (i.e. not coarse),チ,こまか.い,9,,0
梃,hyōgai,lever,チョウ、 テイ,てこ、 つえ,0,,0
衷,jōyō,"inmost, heart, mind, inside",チュウ,,9,N1,0
梯,jinmeiyō,"ladder, stairs, insatiable drinking",テイ、 タイ,はしご,0,,0
抉,hyōgai,"gouge, hollow out, bore, pry",ケツ,えぐ.る、 こじ.る、 くじ.る,0,,0
辟,hyōgai,"false, punish, crime, law",ヘキ、 ヒ,きみ、 ひら.く、 め.す,0,,0
鉤,hyōgai,"hook, barb, gaff, brackets",コウ、 ク,かぎ、 はり、 ばり,0,,0
塑,jōyō,"model, molding",ソ,でく,9,N1,0
眈,hyōgai,watch intently,タン,にら.む,0,,0
晒,jinmeiyō,"bleach, refine, expose, air",サイ、 シ,さら.す、 さらし,0,,0
鬚,hyōgai,"beard, mustache",シュ、 ス,ひげ,0,,0
淫,jōyō,"lewdness, licentiousness",イン,ひた.す、 ほしいまま、 みだ.ら、 みだ.れる、 みだり,9,,0
濤,hyōgai,"waves, billows",トウ,なみ,0,,0
瀾,hyōgai,large waves,ラン,なみ,0,,0
云,jinmeiyō,say,ウン,い.う、 ここに,0,,0
嵩,jinmeiyō,"be aggravated, grow worse, grow bulky, swell",スウ、 シュウ,かさ、 かさ.む、 たか.い,0,N1,0
訃,jōyō,obituary,フ,しらせ,9,,0
悸,hyōgai,"pulsate, shudder",キ,,0,,0
肴,jinmeiyō,accompaniment for drinks,コウ,さかな,0,,0
蛋,hyōgai,"barbarian, egg",タン,,0,,0
恢,jinmeiyō,"wide, large, enlarge",カイ、 ケ,ひろ.い,0,,0
爛,hyōgai,"be sore, inflamed, bleary, fester", ラン,ただ.れる,0,,0
塹,hyōgai,"moat, ditch",ザン、 セン,ほり、 あな,0,,0
壕,jinmeiyō,"trench, dugout, air raid shelter",コウ、 ゴウ,ほり,0,,0
朕,jōyō,"majestic plural, imperial we",チン,,9,N1,0
踵,hyōgai,heel,ショウ,かかと、 くび.す、 きび.す、 つ.ぐ,0,,0
柿,jōyō,persimmon,シ,かき,9,,0
襷,hyōgai,"cord to hold up sleeves, (kokuji)",,たすき,0,,0
躓,hyōgai,stumble,チ,つまず.く,0,,0
曾,jinmeiyō,"once, before, formerly, ever, never, ex-",ソウ、 ソ、 ゾウ,かつ.て、 か.って、 すなわち,0,,0
錨,hyōgai,"anchor, grapnel",ビョウ、 ミョウ,いかり,0,,0
舛,hyōgai,dancing radical,ブ、 セン,まい、 そむ.く,0,,0
膀,hyōgai,bladder,ボウ、 ホウ,,0,,0
胱,hyōgai,bladder,コウ,,0,,0
遵,jōyō,"abide by, follow, obey, learn",ジュン,,9,N1,0
趨,hyōgai,"run, go, quick, tend towards",スウ、 ソク,しゅ、 おもむ.く、 はし.る,0,,0
箒,hyōgai,broom,ソウ、 シュウ,ほうき,0,,0
腎,jōyō,kidney,ジン,,9,,0
墾,jōyō,"ground-breaking, open up farmland",コン,,9,N1,0
鉦,hyōgai,"bell, gong, chimes",セイ、 ショウ,かね,0,,0
兜,jinmeiyō,"helmet, head piece",トウ、 ト,かぶと,0,,0
蔽,jōyō,"cover, shade, mantle, capsize, be ruined",ヘイ、 ヘツ、 フツ,おお.う、 おお.い,9,,0
疵,hyōgai,"crack, flaw, scratch, speck",シ,きず,0,,0
灼,jinmeiyō,miraculous,シャク,あらた、 やく,0,,0
渾,hyōgai,"all, turbidity",コン,すべ.て、 にご.る,0,,0
刹,jōyō,temple,セチ、 セツ、 サツ,,9,,0
愕,hyōgai,"surprised, frightened",ガク,おどろ.く,0,,0
嶋,jinmeiyō,island,トウ,しま,0,,0
臥,jinmeiyō,"bend down, bow, lie prostrate",ガ,ふせ.る、 ふ.せる、 ふ.す,0,,0
嘗,jinmeiyō,"once, before, formerly, ever, never, ex-, lick, lap up, burn up, taste, undergo, underrate, despise",ショウ、 ジョウ,かつ.て、 こころ.みる、 な.める,0,,0
筏,hyōgai,raft,バツ、 ハツ、 ボチ,いかだ,0,,0
揉,hyōgai,"rub, massage, shampoo, debate vigorously, train, coach, worry, get in trouble",ジュウ,も.む、 も.める,0,,0
讃,jinmeiyō,"praise, title on a picture",サン,ほ.める、 たた.える,0,,0
萩,jinmeiyō,bush clover,シュウ,はぎ,0,N1,0
屠,hyōgai,"slaughter, butcher, slay",ト、 チョ,ほふ.る,0,,0
蚕,jōyō,silkworm,サン、 テン,かいこ、 こ,6,N1,0
繭,jōyō,cocoon,ケン,まゆ、 きぬ,9,N1,0
毀,jōyō,"break, destroy, censure, be chipped, be scratched, be broken, be ruined",キ,こぼ.つ、 こわ.す、 こぼ.れる、 こわ.れる、 そし.る、 やぶ.る,9,,0
鮫,hyōgai,shark,コウ,さめ、 みずち,0,,0
蛎,hyōgai,oyster,レイ,かき,0,,0
榊,jinmeiyō,"sacred Shinto tree, (kokuji)",,さかき,0,,0
僻,hyōgai,"prejudice, bias, rural area",ヘキ、 ヒ、 ヘイ,へき.する、 ひが.む,0,,0
鎹,hyōgai,"clamp, (kokuji)",,かすがい,0,,0
袴,jinmeiyō,men's formal divided skirt,コ、 ク,はかま、 ずぼん,0,,0
鯵,hyōgai,horse mackerel,ソウ,あじ,0,,0
巳,jinmeiyō,"sign of the snake or serpent, 9-11AM, sixth sign of Chinese zodiac",シ, み,0,N1,0
辰,jinmeiyō,"sign of the dragon, 7-9AM, fifth sign of Chinese zodiac",シン、 ジン,たつ,0,N1,0
厭,hyōgai,"get tired of, satiate, bore, dislike, disagreeable, unwelcome",エン、 オン、 アン、 オウ、 ユウ、 ヨウ,いや、 あ.きる、 いと.う、 おさ.える,0,,0
叢,jinmeiyō,"plexus, clump of bushes, thicket",ソウ、 ス,くさむら、 むら.がる、 むら,0,,0
桂,jinmeiyō,"Japanese Judas-tree, cinnamon tree",ケイ,かつら,0,N1,0
憺,hyōgai,"calm, quiet, move",タン,,0,,0
黍,hyōgai,millet,ショ,きび,0,,0
姦,hyōgai,"wicked, mischief, seduce, rape, noisy",カン、 ケン,かん.する、 かしま.しい、 みだら,0,,0
蝕,hyōgai,"eclipse, occultation, be defective",ショク,むしば.む,0,,0
坤,hyōgai,"divination sign, land, earth",コン,つち、 ひつじさる,0,,0
櫛,jinmeiyō,comb,シツ,くし、 くしけず.る,0,,0
倅,hyōgai,"son, my son",サイ、 ソツ、 ソチ,せがれ,0,,0
蠣,hyōgai,oyster,レイ,かき,0,,0
鰻,hyōgai,eel,マン、 バン,うなぎ,0,,0
窪,jinmeiyō,"depression, cave in, sink, become hollow",ワ、 ア,くぼ.む、 くぼ.み、 くぼ.まる、 くぼ,0,,0
臼,jōyō,mortar,キュウ、 グ,うす、 うすづ.く,9,,0
礫,hyōgai,small stones,レキ,つぶて、 こいし,0,,0
